"","ligand","receptor","species"
"4359","Cd24a","Selp","Mouse"
"4360","Bdnf","Ntrk2","Mouse"
"4361","Bdnf","Bex3","Mouse"
"4362","Bdnf","Sort1","Mouse"
"4363","S100a1","Ryr1","Mouse"
"4364","Nxph3","Nrxn2","Mouse"
"4365","Nxph3","Nrxn1","Mouse"
"4366","Nxph3","Nrxn3","Mouse"
"4367","Ucn2","Crhr1","Mouse"
"4368","Crh","Crhr1","Mouse"
"4369","Fat4","Dchs1","Mouse"
"4370","Gdf6","Acvr2a","Mouse"
"4371","Gdf6","Bmpr2","Mouse"
"4372","Adam10","Epha3","Mouse"
"4373","Adam10","Notch3","Mouse"
"4374","Adam10","Cadm1","Mouse"
"4375","Artn","Sdc3","Mouse"
"4376","Adm2","Calcrl","Mouse"
"4377","Wnt5a","Fzd2","Mouse"
"4378","Wnt5a","Fzd3","Mouse"
"4379","Wnt5a","Ryk","Mouse"
"4380","Wnt5a","Fzd5","Mouse"
"4381","Wnt5a","Fzd7","Mouse"
"4382","Adam12","Itgb1","Mouse"
"4383","Adam12","Epha1","Mouse"
"4384","Amelx","Cd63","Mouse"
"4385","Nlgn3","Nrxn1","Mouse"
"4386","Nlgn3","Nrxn3","Mouse"
"4387","Nlgn3","Nrxn2","Mouse"
"4388","Agt","Lrp2","Mouse"
"4389","Agt","Agtr1a","Mouse"
"4390","Agt","Agtr1b","Mouse"
"4391","Agt","Agtr2","Mouse"
"4392","Agt","Mas1","Mouse"
"4393","Slit3","Robo3","Mouse"
"4394","Slit3","Robo2","Mouse"
"4395","Slit3","Plxna1","Mouse"
"4396","Lep","Lrp2","Mouse"
"4397","Adcyap1","Adrb3","Mouse"
"4398","Adcyap1","Ramp2","Mouse"
"4399","Lif","Lifr","Mouse"
"4400","Lif","Il6st","Mouse"
"4401","Rspo2","Znrf3","Mouse"
"4402","Adam17","Aplp2","Mouse"
"4403","Adam17","Itgb1","Mouse"
"4404","Adam17","Notch2","Mouse"
"4405","Adam17","Ghr","Mouse"
"4406","Adam17","Erbb4","Mouse"
"4407","Adam17","Rhbdf2","Mouse"
"4408","Dmp1","Phex","Mouse"
"4409","Sema5a","Met","Mouse"
"4410","Sema5a","Plxna1","Mouse"
"4411","Fgf7","Fgfr1","Mouse"
"4412","Fgf7","Fgfr2","Mouse"
"4413","Fgf7","Fgfr3","Mouse"
"4414","Cthrc1","Fzd3","Mouse"
"4415","Alkal2","Alk","Mouse"
"4416","Tg","Lrp2","Mouse"
"4417","Ntng1","Lrrc4c","Mouse"
"4418","Prl7c1","Prlr","Mouse"
"4419","Postn","Itgb1","Mouse"
"4420","Cxcl12","Itga4","Mouse"
"4421","Cxcl12","Oprm1","Mouse"
"4422","Cxcl12","Itgb1","Mouse"
"4423","Prl3d3","Prlr","Mouse"
"4424","Nrg1","Erbb3","Mouse"
"4425","Nrg1","Erbb4","Mouse"
"4426","Sema3e","Plxna1","Mouse"
"4427","Cxcl17","Gpr35","Mouse"
"4428","Bmp4","Bmpr2","Mouse"
"4429","Bmp4","Musk","Mouse"
"4430","Nlgn1","Nrxn1","Mouse"
"4431","Nlgn1","Nrxn3","Mouse"
"4432","Nlgn1","Nrxn2","Mouse"
"4433","Osm","Lifr","Mouse"
"4434","Osm","Il6st","Mouse"
"4435","Osm","Il11ra1","Mouse"
"4436","Cxcl2","Cxcr2","Mouse"
"4437","Jag2","Notch2","Mouse"
"4438","Jag2","Notch3","Mouse"
"4439","Pdgfa","Pdgfra","Mouse"
"4440","Itgb1bp1","Itgb1","Mouse"
"4441","Efna5","Ephb2","Mouse"
"4442","Gnb5","Kcnj6","Mouse"
"4443","Sftpd","Sirpa","Mouse"
"4444","Gng8","Kcnj6","Mouse"
"4445","Pth","Ramp1","Mouse"
"4446","Gnas","Ptgdr","Mouse"
"4447","Gnas","Htr6","Mouse"
"4448","Sema3f","Nrp2","Mouse"
"4449","Prl7b1","Prlr","Mouse"
"4450","Prl3d2","Prlr","Mouse"
"4451","Prl3d1","Prlr","Mouse"
"4452","Adam9","Itgb1","Mouse"
"4453","Hmgb1","Thbd","Mouse"
"4454","Lefty2","Acvr2b","Mouse"
"4455","Tnfsf18","Tnfrsf18","Mouse"
"4456","Icam1","Itgal","Mouse"
"4457","Icam1","Ahr","Mouse"
"4458","Col4a4","Itgb1","Mouse"
"4459","Col4a4","Cd93","Mouse"
"4460","Col3a1","Itgb1","Mouse"
"4461","Col3a1","Mag","Mouse"
"4462","Col3a1","Ddr2","Mouse"
"4463","Gng5","Kcnj6","Mouse"
"4464","Sema3g","Plxna4","Mouse"
"4465","Sema3g","Nrp2","Mouse"
"4466","Prl6a1","Prlr","Mouse"
"4467","Lama3","Itgb4","Mouse"
"4468","Lama2","Itgb4","Mouse"
"4469","Lama2","Itga7","Mouse"
"4470","Ccl26","Ccr2","Mouse"
"4471","Il11","Il6st","Mouse"
"4472","Il11","Il11ra1","Mouse"
"4473","Ccl21a","Ccr7","Mouse"
"4474","Fgf14","Fgfr2","Mouse"
"4475","Prl7a1","Prlr","Mouse"
"4476","Gng3","Kcnj6","Mouse"
"4477","Il22","Il22ra1","Mouse"
"4478","Ccl21d","Ccr7","Mouse"
"4479","Gng7","Kcnj6","Mouse"
"4480","Prl2c3","Prlr","Mouse"
"4481","Fyn","Thy1","Mouse"
"4482","Fgf12","Fgfr2","Mouse"
"4483","Selplg","Cxcr2","Mouse"
"4484","Selplg","Selp","Mouse"
"4485","Psen1","Ephb2","Mouse"
"4486","Psen1","Erbb4","Mouse"
"4487","Sema6d","Plxna4","Mouse"
"4488","Sema6d","Plxna1","Mouse"
"4489","Sema6d","Kdr","Mouse"
"4490","Pla2g5","Pla2r1","Mouse"
"4491","Sema3b","Nrp2","Mouse"
"4492","Sema3b","Plxna1","Mouse"
"4493","Fgf11","Fgfr2","Mouse"
"4494","Gcg","Glp1r","Mouse"
"4495","Btla","Tnfrsf14","Mouse"
"4496","Rtn4","Rtn4rl2","Mouse"
"4497","Nxph2","Nrxn1","Mouse"
"4498","Prl2b1","Prlr","Mouse"
"4499","Fgf3","Fgfr2","Mouse"
"4500","Cd160","Tnfrsf14","Mouse"
"4501","Sema6c","Plxna1","Mouse"
"4502","Lgals9","Clec7a","Mouse"
"4503","Apoc1","Vldlr","Mouse"
"4504","Ntn1","Robo3","Mouse"
"4505","Ntn1","Dcc","Mouse"
"4506","Ntn1","Unc5d","Mouse"
"4507","Wnt7b","Fzd10","Mouse"
"4508","Wnt7b","Fzd3","Mouse"
"4509","Wnt7b","Fzd7","Mouse"
"4510","Vcan","Selp","Mouse"
"4511","Calm1","Kcnn4","Mouse"
"4512","Calm1","Cacna1c","Mouse"
"4513","Calm1","Grm4","Mouse"
"4514","Prl8a8","Prlr","Mouse"
"4515","Prl8a6","Prlr","Mouse"
"4516","Prl","Prlr","Mouse"
"4517","Prl2c2","Prlr","Mouse"
"4518","Cntf","Il6st","Mouse"
"4519","Eda","Eda2r","Mouse"
"4520","Nrg2","Erbb4","Mouse"
"4521","Btc","Erbb4","Mouse"
"4522","Lgals3","Mag","Mouse"
"4523","Afdn","Nrxn3","Mouse"
"4524","Reln","Vldlr","Mouse"
"4525","Nxph1","Nrxn1","Mouse"
"4526","Nxph1","Nrxn3","Mouse"
"4527","Sytl3","Nrxn1","Mouse"
"4528","Slit2","Plxna1","Mouse"
"4529","Col9a3","Mag","Mouse"
"4530","Wnt11","Ryk","Mouse"
"4531","Cntn2","Cntn1","Mouse"
"4532","L1cam","Cntn1","Mouse"
"4533","Rtn4","Ngfr","Mouse"
"4534","Ngf","Ngfr","Mouse"
"4535","Nts","Ngfr","Mouse"
"4536","Ntf3","Ngfr","Mouse"
"4537","Bdnf","Ngfr","Mouse"
"4538","Omg","Ngfr","Mouse"
"4539","Ntf5","Ngfr","Mouse"
"4540","App","Ngfr","Mouse"
"4541","Il2","Ngfr","Mouse"
"4542","Ccn1","Itgb2","Mouse"
"4543","C3","Itgb2","Mouse"
"4544","Jam3","Itgb2","Mouse"
"4545","Fgg","Itgb2","Mouse"
"4546","Bsg","Itgb2","Mouse"
"4547","Fga","Itgb2","Mouse"
"4548","Icam1","Itgb2","Mouse"
"4549","Vcam1","Itgb2","Mouse"
"4550","Spon2","Itgb2","Mouse"
"4551","Mmp9","Itgb2","Mouse"
"4552","Cd14","Itgb2","Mouse"
"4553","Plau","Itgb2","Mouse"
"4554","Plg","Itgb2","Mouse"
"4555","Icam5","Itgb2","Mouse"
"4556","Tln1","Itgb2","Mouse"
"4557","Angpt2","Itgb2","Mouse"
"4558","Icam2","Itgb2","Mouse"
"4559","Hsp90b1","Pparg","Mouse"
"4560","Bmp7","Acvrl1","Mouse"
"4561","Tgfb1","Acvrl1","Mouse"
"4562","Bmp10","Acvrl1","Mouse"
"4563","Gdf2","Acvrl1","Mouse"
"4564","Bmp15","Acvr1b","Mouse"
"4565","Gdf9","Acvr1b","Mouse"
"4566","Gdf3","Acvr1b","Mouse"
"4567","Nodal","Acvr1b","Mouse"
"4568","Inhba","Acvr1b","Mouse"
"4569","Lefty1","Acvr1b","Mouse"
"4570","Lefty2","Acvr1b","Mouse"
"4571","Tdgf1","Acvr1b","Mouse"
"4572","Mstn","Acvr1b","Mouse"
"4573","Gdf11","Acvr1b","Mouse"
"4574","Il23a","Il12rb1","Mouse"
"4575","Il12a","Il12rb1","Mouse"
"4576","Apob","Lsr","Mouse"
"4577","Vcam1","Itgb7","Mouse"
"4578","Madcam1","Itgb7","Mouse"
"4579","Fn1","Itgb7","Mouse"
"4580","Adam2","Itgb7","Mouse"
"4581","Lamc2","Itga3","Mouse"
"4582","Fn1","Itga3","Mouse"
"4583","Reln","Itga3","Mouse"
"4584","Thbs1","Itga3","Mouse"
"4585","Lgals8","Itga3","Mouse"
"4586","Lgals3","Itga3","Mouse"
"4587","Ihh","Smo","Mouse"
"4588","Shh","Smo","Mouse"
"4589","Sema5a","Plxnb3","Mouse"
"4590","Plau","Plaur","Mouse"
"4591","Vtn","Plaur","Mouse"
"4592","Serpine2","Plaur","Mouse"
"4593","Srpx2","Plaur","Mouse"
"4594","Plg","Plaur","Mouse"
"4595","Serpine1","Plaur","Mouse"
"4596","Ceacam1","Plaur","Mouse"
"4597","Mmp12","Plaur","Mouse"
"4598","Adam10","Axl","Mouse"
"4599","Pros1","Axl","Mouse"
"4600","Vegfa","Axl","Mouse"
"4601","Gas6","Axl","Mouse"
"4602","Hras","Grin2d","Mouse"
"4603","Il17f","Il17ra","Mouse"
"4604","Il17a","Il17ra","Mouse"
"4605","Lama5","Bcam","Mouse"
"4606","Eda","Edar","Mouse"
"4607","Fn1","Cd79a","Mouse"
"4608","Psen1","Ncstn","Mouse"
"4609","App","Ncstn","Mouse"
"4610","Ucn3","Crhr2","Mouse"
"4611","Crh","Crhr2","Mouse"
"4612","Ucn2","Crhr2","Mouse"
"4613","Ucn","Crhr2","Mouse"
"4614","Tslp","Il7r","Mouse"
"4615","Il7","Il7r","Mouse"
"4616","Sema3f","Plxna3","Mouse"
"4617","Fyn","Cd244a","Mouse"
"4618","Mmp9","Cd44","Mouse"
"4619","Egf","Cd44","Mouse"
"4620","Bsg","Cd44","Mouse"
"4621","Vim","Cd44","Mouse"
"4622","Mif","Cd44","Mouse"
"4623","Hgf","Cd44","Mouse"
"4624","Mmp7","Cd44","Mouse"
"4625","Anxa2","Cd44","Mouse"
"4626","Fgf1","Cd44","Mouse"
"4627","Has2","Cd44","Mouse"
"4628","Fgf2","Cd44","Mouse"
"4629","Vcan","Cd44","Mouse"
"4630","Spp1","Cd44","Mouse"
"4631","Col1a2","Cd44","Mouse"
"4632","Prg4","Cd44","Mouse"
"4633","Fn1","Cd44","Mouse"
"4634","Bgn","Cd44","Mouse"
"4635","Fgf11","Fgfr4","Mouse"
"4636","Fgf14","Fgfr4","Mouse"
"4637","Fgf16","Fgfr4","Mouse"
"4638","Fgf17","Fgfr4","Mouse"
"4639","Fgf18","Fgfr4","Mouse"
"4640","Fgf1","Fgfr4","Mouse"
"4641","Fgf5","Fgfr4","Mouse"
"4642","Fgf13","Fgfr4","Mouse"
"4643","Fgf2","Fgfr4","Mouse"
"4644","Fgf9","Fgfr4","Mouse"
"4645","Fgf12","Fgfr4","Mouse"
"4646","Fgf8","Fgfr4","Mouse"
"4647","Fgf20","Fgfr4","Mouse"
"4648","Fgf4","Fgfr4","Mouse"
"4649","Fgf15","Fgfr4","Mouse"
"4650","Il27","Il27ra","Mouse"
"4651","Igf2","Igf1r","Mouse"
"4652","Igf1","Igf1r","Mouse"
"4653","Wnt3a","Igf1r","Mouse"
"4654","Areg","Igf1r","Mouse"
"4655","Gnai2","Igf1r","Mouse"
"4656","Gpc3","Igf1r","Mouse"
"4657","Adam10","Fcer2a","Mouse"
"4658","Kitl","Kit","Mouse"
"4659","Il33","Kit","Mouse"
"4660","Fgf2","Kit","Mouse"
"4661","Pthlh","Pth1r","Mouse"
"4662","Pth","Pth1r","Mouse"
"4663","Gnas","Pth1r","Mouse"
"4664","Calm1","Cnga2","Mouse"
"4665","Efnb1","Ephb3","Mouse"
"4666","Epo","Epor","Mouse"
"4667","Kitl","Epor","Mouse"
"4668","Afdn","Nectin4","Mouse"
"4669","Adam17","Nectin4","Mouse"
"4670","Efna5","Epha2","Mouse"
"4671","Efna1","Epha2","Mouse"
"4672","Efna3","Epha2","Mouse"
"4673","Efna4","Epha2","Mouse"
"4674","Bmp15","Tgfbr1","Mouse"
"4675","Gdf9","Tgfbr1","Mouse"
"4676","Gdf11","Tgfbr1","Mouse"
"4677","Tgfb2","Tgfbr1","Mouse"
"4678","Bmp8a","Tgfbr1","Mouse"
"4679","Mstn","Tgfbr1","Mouse"
"4680","Tdgf1","Tgfbr1","Mouse"
"4681","Bmp10","Tgfbr1","Mouse"
"4682","Inhba","Tgfbr1","Mouse"
"4683","Gdf3","Tgfbr1","Mouse"
"4684","Egf","Cav1","Mouse"
"4685","Bsg","Cav1","Mouse"
"4686","Igfbp5","Cav1","Mouse"
"4687","Gnai2","Cav1","Mouse"
"4688","Hras","Cav1","Mouse"
"4689","Clcf1","Crlf1","Mouse"
"4690","Calm1","Kcnq1","Mouse"
"4691","Calml3","Kcnq1","Mouse"
"4692","Bmp10","Eng","Mouse"
"4693","Tnfsf13","Tnfrsf13b","Mouse"
"4694","Tnfsf13b","Tnfrsf13b","Mouse"
"4695","Vip","Vipr2","Mouse"
"4696","Sct","Vipr2","Mouse"
"4697","Adcyap1","Vipr2","Mouse"
"4698","Fgf8","Fgfrl1","Mouse"
"4699","Fgf2","Fgfrl1","Mouse"
"4700","Pros1","Mertk","Mouse"
"4701","Gas6","Mertk","Mouse"
"4702","Lgals3","Mertk","Mouse"
"4703","Sema3c","Plxnd1","Mouse"
"4704","Sema4a","Plxnd1","Mouse"
"4705","Sema3e","Plxnd1","Mouse"
"4706","Hmgb1","Ager","Mouse"
"4707","S100a9","Ager","Mouse"
"4708","Dll4","Notch4","Mouse"
"4709","Dll3","Notch4","Mouse"
"4710","Psen1","Notch4","Mouse"
"4711","Jag1","Notch4","Mouse"
"4712","Jag2","Notch4","Mouse"
"4713","Il25","Il17rb","Mouse"
"4714","Il17b","Il17rb","Mouse"
"4715","Apoe","Sdc4","Mouse"
"4716","Adam12","Sdc4","Mouse"
"4717","Ptn","Sdc4","Mouse"
"4718","Rspo3","Sdc4","Mouse"
"4719","Ceacam1","Sdc4","Mouse"
"4720","Tnc","Sdc4","Mouse"
"4721","Cxcl10","Sdc4","Mouse"
"4722","Tgm2","Sdc4","Mouse"
"4723","Fgf2","Sdc4","Mouse"
"4724","Htra2","Cd40","Mouse"
"4725","Ltb","Cd40","Mouse"
"4726","Lgals9","Cd40","Mouse"
"4727","Tnf","Cd40","Mouse"
"4728","Adam17","Cd40","Mouse"
"4729","Cd40lg","Cd40","Mouse"
"4730","Ntn1","Adora2b","Mouse"
"4731","Ptpn6","Cd22","Mouse"
"4732","St6gal1","Cd22","Mouse"
"4733","Ptgs2","Ptger1","Mouse"
"4734","Nmb","Nmbr","Mouse"
"4735","Grp","Nmbr","Mouse"
"4736","Ptpn6","Ros1","Mouse"
"4737","Ptpn11","Ros1","Mouse"
"4738","Il19","Il20ra","Mouse"
"4739","Il24","Il20ra","Mouse"
"4740","Il20","Il20ra","Mouse"
"4741","Ifng","Ifngr1","Mouse"
"4742","Tac1","Tacr2","Mouse"
"4743","Tac2","Tacr2","Mouse"
"4744","Npvf","Npffr1","Mouse"
"4745","Npff","Npffr1","Mouse"
"4746","Selplg","Vsir","Mouse"
"4747","Cxcl12","Avpr1a","Mouse"
"4748","Avp","Avpr1a","Mouse"
"4749","Ang","Egfr","Mouse"
"4750","Tnfsf12","Egfr","Mouse"
"4751","Egf","Egfr","Mouse"
"4752","Btc","Egfr","Mouse"
"4753","Ereg","Egfr","Mouse"
"4754","Spink1","Egfr","Mouse"
"4755","Il6","Egfr","Mouse"
"4756","Tnc","Egfr","Mouse"
"4757","Hsp90aa1","Egfr","Mouse"
"4758","Vcan","Egfr","Mouse"
"4759","Postn","Egfr","Mouse"
"4760","Efnb1","Egfr","Mouse"
"4761","Hbegf","Egfr","Mouse"
"4762","Osm","Egfr","Mouse"
"4763","Areg","Egfr","Mouse"
"4764","Nrg1","Egfr","Mouse"
"4765","Lrig1","Egfr","Mouse"
"4766","Tgfa","Egfr","Mouse"
"4767","Epgn","Egfr","Mouse"
"4768","Rspo1","Lgr5","Mouse"
"4769","Rspo2","Lgr5","Mouse"
"4770","Rspo3","Lgr5","Mouse"
"4771","Rspo4","Lgr5","Mouse"
"4772","Has2","Hmmr","Mouse"
"4773","Pdgfc","Flt4","Mouse"
"4774","Vegfd","Flt4","Mouse"
"4775","Vegfc","Flt4","Mouse"
"4776","Agtrap","Rack1","Mouse"
"4777","Dkk3","Kremen1","Mouse"
"4778","Dkk4","Kremen1","Mouse"
"4779","Dkk1","Kremen1","Mouse"
"4780","Lgals9","Havcr2","Mouse"
"4781","Hmgb1","Havcr2","Mouse"
"4782","Lypd3","Agr2","Mouse"
"4783","Apoe","Sdc1","Mouse"
"4784","Ptn","Sdc1","Mouse"
"4785","Thbs1","Sdc1","Mouse"
"4786","Fgf2","Sdc1","Mouse"
"4787","Sema6d","Nrcam","Mouse"
"4788","Vwf","Itgb3","Mouse"
"4789","Angptl3","Itgb3","Mouse"
"4790","Cx3cl1","Itgb3","Mouse"
"4791","Hmgb1","Itgb3","Mouse"
"4792","Cxcl12","Itgb3","Mouse"
"4793","Fga","Itgb3","Mouse"
"4794","Tnc","Itgb3","Mouse"
"4795","Fgf2","Itgb3","Mouse"
"4796","L1cam","Itgb3","Mouse"
"4797","Postn","Itgb3","Mouse"
"4798","Spp1","Itgb3","Mouse"
"4799","Vegfa","Itgb3","Mouse"
"4800","Igf1","Itgb3","Mouse"
"4801","Reln","Itgb3","Mouse"
"4802","Thbs1","Itgb3","Mouse"
"4803","Mfge8","Itgb3","Mouse"
"4804","Lgals3","Itgb3","Mouse"
"4805","Mmp2","Itgb3","Mouse"
"4806","Calm1","Scn4a","Mouse"
"4807","Calm2","Scn4a","Mouse"
"4808","Cd40lg","Traf3","Mouse"
"4809","S100a1","Ryr2","Mouse"
"4810","Gdf5","Ror2","Mouse"
"4811","Wnt5a","Ror2","Mouse"
"4812","Ihh","Ptch1","Mouse"
"4813","F2","F2rl2","Mouse"
"4814","F7","F2rl1","Mouse"
"4815","F2","F2rl1","Mouse"
"4816","Tnfsf10","Tnfrsf10b","Mouse"
"4817","Fadd","Tnfrsf10b","Mouse"
"4818","Nrtn","Gfra2","Mouse"
"4819","Gdnf","Gfra2","Mouse"
"4820","Artn","Gfra2","Mouse"
"4821","Osm","Osmr","Mouse"
"4822","Il31","Osmr","Mouse"
"4823","Vegfa","Sdc2","Mouse"
"4824","Ptn","Sdc2","Mouse"
"4825","Hgf","Sdc2","Mouse"
"4826","Fgf2","Sdc2","Mouse"
"4827","Mmp2","Sdc2","Mouse"
"4828","Cthrc1","Fzd6","Mouse"
"4829","Wnt4","Fzd6","Mouse"
"4830","Wnt5a","Fzd6","Mouse"
"4831","Wnt10b","Fzd6","Mouse"
"4832","Wnt1","Fzd6","Mouse"
"4833","Calm1","Adcy8","Mouse"
"4834","Calm2","Adcy8","Mouse"
"4835","Nptx2","Nptxr","Mouse"
"4836","Nptx1","Nptxr","Mouse"
"4837","Angptl3","Itga5","Mouse"
"4838","Cxcl12","Itga5","Mouse"
"4839","Fga","Itga5","Mouse"
"4840","Fgg","Itga5","Mouse"
"4841","Fgb","Itga5","Mouse"
"4842","L1cam","Itga5","Mouse"
"4843","Postn","Itga5","Mouse"
"4844","Fn1","Itga5","Mouse"
"4845","Reln","Itga5","Mouse"
"4846","Adam17","Itga5","Mouse"
"4847","Thbs1","Itga5","Mouse"
"4848","Angpt2","Itga5","Mouse"
"4849","Tnfsf13b","Tnfrsf17","Mouse"
"4850","Angptl8","Gpihbp1","Mouse"
"4851","Apoc3","Gpihbp1","Mouse"
"4852","Cd6","Alcam","Mouse"
"4853","S100b","Alcam","Mouse"
"4854","Afdn","Nectin3","Mouse"
"4855","Trf","Tfrc","Mouse"
"4856","Calm1","Mylk","Mouse"
"4857","Calm2","Mylk","Mouse"
"4858","Slit3","Robo1","Mouse"
"4859","Slit2","Robo1","Mouse"
"4860","Slit1","Robo1","Mouse"
"4861","Ifng","Ifngr2","Mouse"
"4862","Ifnb1","Ifnar1","Mouse"
"4863","Ucn2","Il10rb","Mouse"
"4864","Ucn3","Il10rb","Mouse"
"4865","Ifnb1","Ifnar2","Mouse"
"4866","Amh","Amhr2","Mouse"
"4867","Wnt7b","Celsr3","Mouse"
"4868","Wnt7a","Celsr3","Mouse"
"4869","Igf2","Igf2r","Mouse"
"4870","Tnfsf12","Tnfrsf12a","Mouse"
"4871","Sema6d","Trem2","Mouse"
"4872","Apoe","Trem2","Mouse"
"4873","Lhb","Lhcgr","Mouse"
"4874","Gnai2","Lhcgr","Mouse"
"4875","Gnas","Lhcgr","Mouse"
"4876","Nrtn","Gfra3","Mouse"
"4877","Artn","Gfra3","Mouse"
"4878","Pdgfa","Pdgfrb","Mouse"
"4879","Pdgfc","Pdgfrb","Mouse"
"4880","Pdgfd","Pdgfrb","Mouse"
"4881","Mfge8","Pdgfrb","Mouse"
"4882","Csf3","Csf1r","Mouse"
"4883","Il34","Csf1r","Mouse"
"4884","Calm1","Fas","Mouse"
"4885","Fadd","Fas","Mouse"
"4886","Wnt7b","Lrp5","Mouse"
"4887","Apoe","Lrp5","Mouse"
"4888","Wnt7a","Lrp5","Mouse"
"4889","Tdgf1","Lrp5","Mouse"
"4890","Wnt5a","Lrp5","Mouse"
"4891","Nrtn","Gfra1","Mouse"
"4892","Artn","Gfra1","Mouse"
"4893","Gnas","Gcgr","Mouse"
"4894","Gcg","Gcgr","Mouse"
"4895","Thbs1","Itgb8","Mouse"
"4896","Calm1","Mip","Mouse"
"4897","Alox5ap","Alox5","Mouse"
"4898","S100a8","Ly96","Mouse"
"4899","Cd14","Ly96","Mouse"
"4900","Sftpd","Ly96","Mouse"
"4901","Hmgb1","Ly96","Mouse"
"4902","Pf4","Ccr1","Mouse"
"4903","Ccl5","Ccr1","Mouse"
"4904","Sema3d","Nrp1","Mouse"
"4905","Sema3c","Nrp1","Mouse"
"4906","Vegfa","Nrp1","Mouse"
"4907","Sema3a","Nrp1","Mouse"
"4908","Egf","Nrp1","Mouse"
"4909","Fgf7","Nrp1","Mouse"
"4910","Sema3b","Nrp1","Mouse"
"4911","Ptn","Nrp1","Mouse"
"4912","Hgf","Nrp1","Mouse"
"4913","Cntn2","Nrp1","Mouse"
"4914","Sema4a","Nrp1","Mouse"
"4915","Fgf4","Nrp1","Mouse"
"4916","Sema3e","Nrp1","Mouse"
"4917","Fgf1","Nrp1","Mouse"
"4918","Sema3f","Nrp1","Mouse"
"4919","Fgf2","Nrp1","Mouse"
"4920","L1cam","Nrp1","Mouse"
"4921","Adam10","Tspan17","Mouse"
"4922","Ntn1","Unc5a","Mouse"
"4923","Pdyn","Oprk1","Mouse"
"4924","Pth","Pth2r","Mouse"
"4925","Pth2","Pth2r","Mouse"
"4926","Cp","Slc40a1","Mouse"
"4927","Cd86","Cd28","Mouse"
"4928","Icosl","Cd28","Mouse"
"4929","Il18","Il18rap","Mouse"
"4930","Il1b","Il1r1","Mouse"
"4931","Il1a","Il1r1","Mouse"
"4932","Il1rn","Il1r1","Mouse"
"4933","Il1b","Il1r2","Mouse"
"4934","Il1a","Il1r2","Mouse"
"4935","Il1rn","Il1r2","Mouse"
"4936","Nms","Nmur1","Mouse"
"4937","Nmu","Nmur1","Mouse"
"4938","Efna5","Epha4","Mouse"
"4939","Efna1","Epha4","Mouse"
"4940","Efnb1","Epha4","Mouse"
"4941","Efna3","Epha4","Mouse"
"4942","Efna4","Epha4","Mouse"
"4943","Pdcd1lg2","Pdcd1","Mouse"
"4944","Cd14","Cd55","Mouse"
"4945","Psap","Gpr37l1","Mouse"
"4946","Avp","Avpr1b","Mouse"
"4947","Podxl2","Sell","Mouse"
"4948","Selplg","Sell","Mouse"
"4949","Calm1","Sell","Mouse"
"4950","Cfh","Sell","Mouse"
"4951","Bsg","Sele","Mouse"
"4952","Selplg","Sele","Mouse"
"4953","Sema3a","Plxna2","Mouse"
"4954","Spp1","Itga8","Mouse"
"4955","Npnt","Itga8","Mouse"
"4956","Tnc","Itga8","Mouse"
"4957","Il15","Il2ra","Mouse"
"4958","Il2","Il2ra","Mouse"
"4959","Tdgf1","Acvr1c","Mouse"
"4960","Inhba","Acvr1c","Mouse"
"4961","Nodal","Acvr1c","Mouse"
"4962","Inhbb","Acvr1c","Mouse"
"4963","Gdf3","Acvr1c","Mouse"
"4964","Dll4","Notch1","Mouse"
"4965","Adam10","Notch1","Mouse"
"4966","Cntn6","Notch1","Mouse"
"4967","Rbp3","Notch1","Mouse"
"4968","Dll3","Notch1","Mouse"
"4969","Psen1","Notch1","Mouse"
"4970","Ccn3","Notch1","Mouse"
"4971","Dlk2","Notch1","Mouse"
"4972","Dlk1","Notch1","Mouse"
"4973","Fgf2","Notch1","Mouse"
"4974","Jag1","Notch1","Mouse"
"4975","Jag2","Notch1","Mouse"
"4976","Reln","Notch1","Mouse"
"4977","Egfl7","Notch1","Mouse"
"4978","Adam17","Notch1","Mouse"
"4979","Mfap2","Notch1","Mouse"
"4980","Mfap5","Notch1","Mouse"
"4981","Wnt5a","Notch1","Mouse"
"4982","Cd40lg","Traf2","Mouse"
"4983","Tnfsf9","Traf2","Mouse"
"4984","Tnc","Itgb6","Mouse"
"4985","Dspp","Itgb6","Mouse"
"4986","Adam17","Itgb6","Mouse"
"4987","Thbs1","Itgb6","Mouse"
"4988","Il36b","Il36rn","Mouse"
"4989","Adam10","Itgav","Mouse"
"4990","Vwf","Itgav","Mouse"
"4991","Angptl3","Itgav","Mouse"
"4992","Cx3cl1","Itgav","Mouse"
"4993","Hmgb1","Itgav","Mouse"
"4994","Fbn1","Itgav","Mouse"
"4995","Cxcl12","Itgav","Mouse"
"4996","Icam1","Itgav","Mouse"
"4997","Fgg","Itgav","Mouse"
"4998","Adam15","Itgav","Mouse"
"4999","Tnc","Itgav","Mouse"
"5000","Fgf2","Itgav","Mouse"
"5001","L1cam","Itgav","Mouse"
"5002","Ccn1","Itgav","Mouse"
"5003","Postn","Itgav","Mouse"
"5004","Spp1","Itgav","Mouse"
"5005","Vegfa","Itgav","Mouse"
"5006","Igf1","Itgav","Mouse"
"5007","Adam9","Itgav","Mouse"
"5008","Dspp","Itgav","Mouse"
"5009","Egfl7","Itgav","Mouse"
"5010","Thbs1","Itgav","Mouse"
"5011","Mfge8","Itgav","Mouse"
"5012","Angpt2","Itgav","Mouse"
"5013","Mmp2","Itgav","Mouse"
